,train_loss,validate_loss,validate_accuracy
0,1.4718274711448378,2.784033537005721,9.89
1,0.7149126026917536,0.8654076303908227,82.44
2,0.5335206771242275,0.5445090995113082,87.54
3,0.4646445456411143,0.4475839060233809,89.01
4,0.42872763600599856,0.40565885302794485,89.59
5,0.40649516405460934,0.3796141845894618,90.28
6,0.39128161827940855,0.36371409793256987,90.6
7,0.3804121582834988,0.3536256211661488,90.78
8,0.37173747182599487,0.3446883946999703,90.98
9,0.3652234778119096,0.33942314085292125,91.18
10,0.3596784514875379,0.33302453460978654,91.31
11,0.3550204609865361,0.32879048005490724,91.55
12,0.3512794760470274,0.3261445932630261,91.67
13,0.3478842927690517,0.32258792244258694,91.65
14,0.34476221509122695,0.32065158484096,91.8
15,0.3421588546037319,0.3177023821913226,91.85
16,0.33997304816744167,0.315916726581538,91.87
17,0.3378312516889478,0.31377853771905423,91.97
18,0.33564246984896323,0.3122676686675815,92.1
19,0.3339890521549049,0.31046985954542256,92.11
20,0.33237710467734954,0.31006007463626145,92.14
21,0.3308380766721092,0.30903326203660497,92.25
22,0.3293245767445957,0.30680785239184544,92.22
23,0.32794859580828567,0.30567750101829044,92.17
24,0.32685508976404964,0.30460391435784584,92.37
25,0.32545538935581436,0.30376388108685104,92.38
26,0.3242563974905567,0.30207527103386034,92.37
27,0.3228471647198417,0.3010687637340988,92.41
28,0.32204269219595555,0.30000525038154685,92.53
29,0.3208280875273066,0.29929597671334784,92.54
30,0.3198623167070829,0.29859789485111243,92.61
31,0.31884053344175195,0.29718646506004665,92.67
32,0.31785565820327955,0.29621818917946124,92.59
33,0.3168683482921,0.295708851907723,92.68
34,0.3160598603705866,0.29489036352986503,92.57
35,0.31522949114750515,0.2945329461704503,92.63
36,0.31424985452947685,0.29318141133942893,92.77
37,0.31336924337945105,0.2927252771839336,92.8
38,0.31272816246030133,0.292067471229415,92.83
39,0.31181685362350775,0.29148878401064926,92.82
40,0.3112801872867808,0.29079066212661353,92.83
41,0.3103379097187871,0.29000472496241075,92.77
42,0.30962479955908345,0.2891607319989962,92.82
43,0.30906056860876024,0.2887327306286503,92.86
44,0.3083407367095567,0.28817362281611675,92.91
45,0.3073355193767416,0.2868699009358469,93.02
46,0.30693033963639826,0.28678012187808316,92.9
47,0.30615202471482333,0.2867844949117949,93.05
48,0.3055643015447678,0.28577200862242136,92.98
49,0.30484172827593886,0.28517183528420836,92.89
50,0.3043377083542364,0.28471242614535225,93.08
51,0.30378665844241054,0.2838988296582987,93.03
52,0.3033067984948853,0.28369109172079854,93.1
53,0.30264540179692917,0.2828332420538156,93.12
54,0.3021665520791617,0.2825387294054544,93.17
55,0.3015455561324225,0.2816709182191124,92.99
56,0.30099062966640927,0.28150012502957933,93.13
57,0.30037965795333754,0.2809976606349361,93.2
58,0.29993244375531236,0.2801102960765646,93.18
59,0.2994151403493956,0.2803392787469896,93.22
60,0.2989567984087855,0.2793476309138218,93.32
61,0.2985195623715891,0.2789190109435275,93.26
62,0.2979144781257783,0.2786279574114781,93.21
63,0.29746841520518813,0.2784844404210247,93.2
64,0.2969735275958338,0.27761195503051694,93.22
65,0.2964585587776762,0.27719625684014837,93.32
66,0.2960068945293616,0.2767214312650738,93.32
67,0.2954811370413317,0.27648029039087874,93.32
68,0.295062574877093,0.2758007152938278,93.35
69,0.29470434073862944,0.276025894886284,93.32
70,0.2941382343006813,0.2749652243670873,93.39
71,0.2938618660492743,0.2744802608343011,93.41
72,0.293322289488561,0.2744704602852863,93.37
73,0.2930503389747988,0.274012297506063,93.41
74,0.29268713151886344,0.2738589740771729,93.43
75,0.2922215820732013,0.27346180814914867,93.39
76,0.2918829934882744,0.2726002405473742,93.4
77,0.29162160615032173,0.27326173479792726,93.37
78,0.29126873860804675,0.2723391623912971,93.46
79,0.29088713306229247,0.27230583089832383,93.47
