,train_loss,validate_loss,validate_accuracy
0,0.6680196899830457,3.096112256279918,10.15
1,0.3492383855584506,0.3456506809990967,90.19
2,0.30934673201436946,0.29532418552501716,91.44
3,0.2858133022282877,0.2708342188512514,92.03
4,0.2664326224377591,0.2547189747999869,92.48
5,0.2497205290466018,0.24592866464603388,92.87
6,0.23403353592915638,0.22570547917382305,93.57
7,0.21992609096690982,0.21471655420161637,94.0
8,0.2076800438869557,0.20644356108526077,94.31
9,0.19662287779520285,0.1943903184362699,94.65
10,0.18658637124375302,0.18556754407462736,94.79
11,0.17773913568031033,0.17753125942583708,95.07
12,0.1700412649989845,0.17025683324078372,95.34
13,0.16307359678586464,0.1660368786247213,95.38
14,0.15658880562581962,0.16232992604663382,95.52
15,0.15123468617508948,0.15812601141730392,95.7
16,0.14601795589787261,0.15335489239046007,95.68
17,0.14153124383436272,0.15561279800761021,95.57
18,0.13701864555413257,0.14840850027974434,95.88
19,0.13309279260459977,0.14540215219263244,95.91
20,0.12936927932293454,0.14091374533496526,96.12
21,0.1262702935633119,0.13926781031325955,95.99
22,0.1227900436450138,0.13792597301350248,96.1
23,0.11968879574838709,0.13706559326646917,96.22
24,0.11703950887531091,0.13304983611937546,96.29
25,0.11433684481760176,0.13298836474481612,96.24
26,0.11203003642144511,0.13310263044115794,96.3
27,0.10960206907857988,0.1334139216074779,96.26
28,0.10740122316684217,0.12942126554687133,96.42
29,0.10525753534107962,0.12730200655871216,96.57
30,0.1033791251656209,0.12701657529015803,96.52
31,0.10102432219273041,0.12427553769185497,96.48
32,0.09963957503581107,0.12312198706030181,96.62
33,0.09764678447494253,0.1238786350380208,96.61
34,0.0959569258482019,0.12221089690826722,96.61
35,0.09388334866367588,0.12107553478216264,96.69
36,0.09256620151089077,0.1217193804245214,96.61
37,0.0908306448421391,0.12156580694017512,96.67
38,0.08971918565168517,0.12176576344557317,96.59
39,0.08802255652079069,0.1202914723067003,96.57
40,0.08654223039420213,0.11768207167327241,96.71
41,0.08555916106177834,0.12103780383391359,96.73
42,0.08412893183957636,0.11881965474986671,96.61
43,0.08290770521947353,0.12170409724420213,96.62
44,0.08166110175999826,0.11735072985662084,96.61
45,0.08005210936439863,0.11718688887447015,96.67
46,0.07947543663043065,0.11965379827395484,96.59
47,0.0783389469064609,0.11596926167637178,96.66
48,0.0770040866307992,0.11636474962302354,96.75
49,0.07605336663011746,0.11527789319083069,96.75
50,0.07510366533637704,0.11742131433168952,96.8
51,0.07389132425313207,0.11732271222232593,96.59
52,0.07293152091337039,0.11536684949391021,96.78
53,0.07215295838897855,0.11541057054509797,96.72
54,0.07106256072593316,0.11673731955050758,96.65
55,0.07036591092999034,0.11533117285981889,96.69
56,0.06942769113505758,0.1161207041495002,96.7
57,0.06873188734860891,0.11476165231494201,96.81
58,0.06758156442798782,0.11519833249924036,96.74
59,0.06682852205366094,0.11570774643880788,96.68
60,0.06582767900456543,0.11462083504487142,96.78
61,0.065229243757396,0.11380558394773455,96.73
62,0.06440643928857805,0.11497658243052153,96.72
63,0.06375683530080069,0.11555427461273257,96.75
64,0.06276987248471497,0.11482372219837791,96.75
65,0.06226249907224688,0.11593772023359793,96.67
66,0.061380999861159004,0.1146711262514714,96.67
67,0.06060858478331331,0.11515537537645755,96.79
68,0.06008671607644679,0.11635936344103916,96.77
69,0.05915671630712241,0.11484452365583238,96.8
70,0.05897190691352853,0.1160265629686876,96.63
71,0.058067452185009576,0.1178735429514566,96.69
72,0.05737856244639217,0.11615911867936725,96.73
73,0.05662788781124647,0.11623009102682408,96.84
74,0.0562240409358021,0.11619064095772814,96.75
75,0.055449189757701904,0.11895584275181072,96.7
76,0.05511667111587907,0.11759161594460968,96.77
77,0.054203276184269164,0.11545140378298893,96.71
78,0.053664950327646836,0.11728583138018603,96.71
79,0.05321260952563139,0.11727478631211805,96.7
