,train_loss,validate_loss,validate_accuracy
0,0.5576056835824733,2.5960822132474224,9.74
1,0.3558745657301385,0.3486092468350659,90.85
2,0.332081473392375,0.3156822177019359,91.91
3,0.3170813602105367,0.29460997697080876,92.65
4,0.30587514899151624,0.28178431249500036,93.03
5,0.30016012914203677,0.2788847305847686,93.13
6,0.29592485416685194,0.27404478454148884,93.27
7,0.29229002193493514,0.2659211086942447,93.56
8,0.2901865755919051,0.2691310986569665,93.7
9,0.2874899331826189,0.26405590069320745,93.63
10,0.28612619845311427,0.26376480182810375,93.65
11,0.2852850816403676,0.26886817707675575,93.64
12,0.28400062309550606,0.2614165699955082,93.68
13,0.28304562913538367,0.2604641689974692,93.73
14,0.28225633675453976,0.2627483965030511,93.7
15,0.28171432673364954,0.2601883425542843,93.76
16,0.280873919976129,0.2594896110984597,93.82
17,0.28034765566153624,0.2592033321352253,93.69
18,0.27988437732701005,0.260409794528163,93.68
19,0.27956239414468326,0.2561725989842286,93.85
20,0.2791249474796655,0.26084223162958414,93.72
21,0.27808009832995917,0.25704583530574354,93.89
22,0.27813827903394145,0.25597514455993153,93.84
23,0.277062473649565,0.2571988304773439,93.68
24,0.2766804747377984,0.2555929349891073,93.92
25,0.276290817853313,0.2541217669621037,94.0
26,0.2753512124030628,0.2578572428614594,93.91
27,0.27617528640719,0.2583729267850888,93.93
28,0.27555332892539486,0.25176086870484865,94.06
29,0.2750782275130748,0.25299411455607246,94.14
30,0.2741658678840451,0.25262130838298136,94.07
31,0.2736792983326279,0.25059863881477784,93.97
32,0.27395050225211104,0.2518775634855094,94.25
33,0.2732519931108698,0.2520651278224585,94.08
34,0.27256331680578005,0.2515150814585761,94.02
35,0.2727352180368288,0.24992059999207517,94.1
36,0.2730096643650005,0.24977976928221546,94.09
37,0.2722126887692658,0.24984601266193135,94.23
38,0.2719642890558822,0.25091982445875843,94.13
39,0.2712440184238074,0.2498460935363647,94.28
40,0.2712261843719411,0.25148977006775486,94.08
41,0.27162191104920874,0.2513566337779069,94.12
42,0.27090858406840684,0.25004462712697206,94.19
43,0.27090953478311486,0.2510203165895254,94.07
44,0.2706443275610137,0.2498904240117028,94.13
45,0.26987572142467925,0.2501824736549273,94.15
46,0.26958971620504557,0.24996337928423423,93.98
47,0.2701797548061527,0.24957920146750462,94.29
48,0.27011995338746936,0.24910893760892935,94.23
49,0.2695098710128088,0.2517516066872801,94.17
50,0.2696460200129776,0.24614900222688108,94.1
51,0.2696453442066842,0.2497369912140112,93.98
52,0.2685835746041241,0.2472805527664857,94.12
53,0.26971864401282497,0.2498373693780461,94.05
54,0.26930496168053975,0.24847160546027616,94.36
55,0.2693569990553109,0.25099963379515144,94.07
56,0.2689089079069426,0.24764232894287688,94.24
57,0.26887474045470616,0.24697226454168802,94.47
58,0.26911119616340184,0.24919504292238712,94.35
59,0.2684397175016397,0.2502254231450507,93.99
60,0.26894014452173515,0.24736725056100464,94.27
61,0.2685022239538408,0.24661117171678457,94.21
62,0.26862553033642506,0.24920836261173937,94.4
63,0.26856605381111215,0.24587601920559418,94.5
64,0.26864812205660654,0.25407428164160895,93.95
65,0.268818821479256,0.2464222832136622,94.19
66,0.2686360989855188,0.24767529500629584,94.19
67,0.2684754434726638,0.2557249093093345,93.91
68,0.2688090951871947,0.24911169607178055,94.29
69,0.2680490082149461,0.24772758931399022,94.4
70,0.26853442230565244,0.24629177982772976,94.19
71,0.2677810044433257,0.24770619422308832,94.33
72,0.2676896687308016,0.2456509148214376,94.31
73,0.26777941809361394,0.2447820203064362,94.26
74,0.268018321073611,0.24670961609275804,94.34
75,0.26743044874859084,0.24884116718607588,94.1
76,0.2679337941105133,0.24937030761555443,94.16
77,0.2685198787690963,0.24763004993879031,94.09
78,0.2679511247812317,0.24717939319489216,94.36
79,0.26780224740656844,0.2477713790955902,94.16
