,train_loss,validate_loss,validate_accuracy
0,0.7568677636115514,3.0794213674227233,10.17
1,0.43982691818153163,0.4260180492173214,89.98
2,0.41780375149711463,0.3911353023493122,90.7
3,0.40987861600004516,0.38063384112858717,91.23
4,0.40448465907140935,0.3752790750122138,91.38
5,0.4001230881763885,0.3701649930770627,91.48
6,0.39771718523640076,0.3669402302317705,91.62
7,0.39502177212095463,0.36679666191174837,91.59
8,0.393058276451377,0.364841098362265,91.86
9,0.3914928102275772,0.3648305501226966,91.72
10,0.3908487404668701,0.3640996089291149,91.74
11,0.3896684356185708,0.3609635539898483,92.04
12,0.3873713583267908,0.3569259825541964,91.81
13,0.3873481064732154,0.3563620555887277,91.97
14,0.3864507561866384,0.3570423778282037,92.08
15,0.3858833123693332,0.35977844198517867,92.17
16,0.3844088221509986,0.35355763033245663,91.93
17,0.3842600164203638,0.35453638950820027,91.95
18,0.3836827653570595,0.35551864505313674,92.14
19,0.38348067322791723,0.35331970738137436,92.2
20,0.38195916214113124,0.3519895803004558,92.08
21,0.3815126584493081,0.3521482393429258,92.0
22,0.38089875973603654,0.3503970625988384,92.2
23,0.3807049385332646,0.3541450386331983,91.93
24,0.3808086134295093,0.3514396501277598,92.05
25,0.379965962397732,0.3497611344844817,92.25
26,0.379372808454184,0.35079231383824383,92.16
27,0.3785670277801919,0.35081400244259037,92.18
28,0.37873421746760966,0.3491901062248716,92.24
29,0.37861927545842,0.3523134874590985,92.15
30,0.3773916536107493,0.3467584063449564,92.06
31,0.37779810466302816,0.352291851693856,92.26
32,0.3776960907561756,0.34699151460613775,92.37
33,0.37658560204767216,0.3463270826564121,92.37
34,0.3768023759167699,0.34617381202833686,92.3
35,0.3764142652198174,0.3470450526288998,92.3
36,0.3761390483054476,0.34874013633070766,92.36
37,0.3762823765914007,0.3462846381447531,92.35
38,0.37610895050393156,0.34747598441300204,92.25
39,0.3757730051085757,0.34785065396120135,92.27
40,0.3752648162881995,0.3452383834817977,92.16
41,0.3757382630438719,0.34750935546152506,92.36
42,0.37548417506429876,0.3464719949285348,92.2
43,0.3751466348979433,0.345958535362248,92.32
44,0.37490036644647035,0.3448830405858251,92.27
45,0.3749648854058409,0.347607176477535,92.09
46,0.3748315310637339,0.3444568888451535,92.32
47,0.37461917132655376,0.3468687631944106,92.39
48,0.37477584557287547,0.34733827798095923,92.35
49,0.37512688370100916,0.3454408240175328,92.14
50,0.3745236521743997,0.3462587137467773,92.34
51,0.3743601696688928,0.34418719296657496,92.3
52,0.3746913388672536,0.3476427150250444,92.26
53,0.37413032457448564,0.34533049679364014,92.44
54,0.3744130015280173,0.34444657600975664,92.32
55,0.37443587936864065,0.3448781759743426,92.27
56,0.37375014111258426,0.3441085156642344,92.34
57,0.37376284618134603,0.34858782427978413,92.17
58,0.3733716259666537,0.3439731582542171,92.35
59,0.3742298878280477,0.346497112215971,92.25
60,0.37380200525612267,0.3463436409782612,92.1
61,0.37401926347187187,0.3449178127334836,92.26
62,0.3741329748000687,0.34361136889248656,92.37
63,0.3735871269999275,0.34548238081874744,92.26
64,0.37405802650599035,0.3460324043813893,92.25
65,0.3736184045355435,0.34691189978109677,92.14
66,0.37364064711708306,0.3434263424511525,92.35
67,0.3734187857048781,0.34656842810136956,92.3
68,0.37373973930596976,0.3454815045924748,92.31
69,0.37367109248189917,0.3441488487066671,92.38
70,0.373055768961148,0.34375651073813845,92.36
71,0.3736488130839598,0.3465503572742588,92.24
72,0.37348141715457095,0.34557345943652756,92.43
73,0.3733280647729218,0.34390706550454064,92.29
74,0.3731549743994469,0.34518209872099653,92.35
75,0.37327872409815094,0.34673406219794994,92.24
76,0.3729907666257981,0.34434659541844553,92.27
77,0.3734749261844678,0.34508364495713967,92.39
78,0.3730709629315165,0.3464350097382876,92.33
79,0.3730277559224434,0.3465945166073521,92.34
