,train_loss,validate_loss,validate_accuracy
0,0.5139430003313441,3.5831031287009982,9.83
1,0.2957713843180411,0.3028337249619158,91.34
2,0.24863401166258384,0.2549890738298719,92.77
3,0.21337239453275447,0.21217628901926497,94.0
4,0.18725047814489723,0.19202539870536936,94.56
5,0.16800031897534776,0.1686354399190104,95.38
6,0.15255661810196872,0.15605308519020347,95.68
7,0.13998784043023083,0.14662979334275802,95.88
8,0.1289686001086466,0.13935558249945673,96.04
9,0.1199025785767384,0.1326957302998609,96.19
10,0.11237025499139587,0.12976896245796382,96.25
11,0.10501644315450609,0.12362898416875401,96.5
12,0.09903170193663964,0.11700621067742074,96.56
13,0.09366929062052216,0.1173894145875641,96.59
14,0.08810305574445215,0.11533140506342156,96.53
15,0.08371773137373698,0.109452054930795,96.76
16,0.07986659471591544,0.10641015759642583,96.9
17,0.07585630697364772,0.11114256780989172,96.66
18,0.07206315798016687,0.10333945410104102,97.0
19,0.06870119514160758,0.104576461549493,96.89
20,0.06581861091330247,0.1012879583277789,96.94
21,0.06247366922316993,0.09986718193625868,97.02
22,0.060242576328232114,0.09964434851178527,97.03
23,0.057679108864217614,0.09602597747475013,97.25
24,0.0552581848249221,0.09611461107891066,97.21
25,0.05300283401320514,0.09463526528239459,97.14
26,0.05069786514598546,0.09465471135707984,97.13
27,0.048533163380239476,0.09494629611311295,97.15
28,0.04704734136583187,0.09498617897781583,97.18
29,0.045111783228748224,0.092066878006925,97.28
30,0.04362146520051234,0.09379679053477175,97.21
31,0.04183643624882104,0.09060023188483585,97.41
32,0.04035888105479058,0.0923311516340983,97.25
33,0.03882472368575123,0.09222273840488217,97.34
34,0.037341258079667566,0.09381416465925378,97.25
35,0.03621082500690839,0.09301256905675327,97.27
36,0.03475211719124145,0.0912568830818061,97.43
37,0.03353808872767292,0.09385405387767792,97.37
38,0.03238054466399725,0.09341671623918789,97.4
39,0.031279928719020106,0.09363871503180254,97.39
40,0.030414178765065986,0.09241724125569552,97.38
41,0.02927358294072516,0.09461635362732122,97.28
42,0.028358263713743795,0.09242811423062856,97.37
43,0.027246275748043364,0.09344664920053826,97.34
44,0.02668625349172057,0.09571870521805248,97.22
45,0.025563875596950628,0.09394485125734138,97.29
46,0.024583658837511985,0.09396659813727502,97.46
47,0.02386430658480981,0.0964540678461061,97.4
48,0.022857347295327683,0.09450052365455287,97.35
49,0.022461250981901805,0.09483253631250273,97.35
50,0.021717571663450248,0.09396634481460266,97.35
51,0.020901158912282298,0.09514298630942818,97.43
52,0.02019443622217863,0.0953859735920144,97.41
53,0.019485663099405748,0.09835425822491259,97.37
54,0.01894238724401578,0.09581898883762481,97.4
55,0.018376703712549416,0.09546030078894771,97.43
56,0.017837154927227514,0.09946612298753545,97.32
57,0.017513204531657327,0.09522586160800366,97.47
58,0.016725715998461673,0.09629211423861651,97.42
59,0.01625327899289725,0.09724030316815555,97.41
60,0.015871616592569412,0.09693338809721862,97.42
61,0.015420720463873433,0.09816820352180035,97.48
62,0.014873767640745423,0.09700701707307625,97.5
63,0.014366285851502547,0.0979907135019962,97.52
64,0.013980279311216611,0.09873143932643612,97.44
65,0.013706754387594949,0.10028450548121921,97.41
66,0.013175242394430433,0.09995389376318285,97.4
67,0.012818419702789121,0.10075619872093958,97.3
68,0.012496142041402602,0.10002016037443863,97.43
69,0.01209756139187694,0.10038453224204734,97.37
70,0.011785213496251475,0.09980236252751161,97.46
71,0.011592963419379586,0.10179504827248696,97.43
72,0.01116093179314418,0.10137518563146228,97.37
73,0.010873743445169158,0.10175710295146576,97.41
74,0.010589963148551887,0.10216963007395355,97.39
75,0.01035258149138907,0.10174615683035675,97.4
76,0.010042098046916465,0.10318698007870489,97.48
77,0.009843092940037003,0.10423625950694518,97.41
78,0.009502656139528267,0.10299089175979341,97.45
79,0.009288417050180766,0.10392433863007557,97.42
